imię,nazwisko,ulica,numer_domu,miasto,numer_telefonu,wiek
Aleksander,Frost,Solidarnosci,124,Wejherowo,+48 787 752 316,51
Tomasz,Machowicz,Zielona,136,Elbląg,790 923 428,58
Przemysław,Pilipczuk,Szymanowskiego,67,Otwock,+48 519 776 851,65
Konstanty,Korbut,Szmaragdowa,72,Włocławek,+48 787 236 312,53
Elżbieta,Bieleń,Floriana,90,Mysłowice,+48 792 354 648,43
Rozalia,Lenarcik,Plażowa,73,Sandomierz,666 677 951,77
Eliza,Tadeusiak,Południowa,31,Bielsk Podlaski,722 894 227,54
Damian,Juśkiewicz,Brzechwy,113,Bydgoszcz,+48 535 399 222,37
Monika,Parafiniuk,Targowa,97,Gliwice,+48 531 153 408,28
Anita,Bartel,Strumykowa,121,Elbląg,+48 574 568 033,69
Ewelina,Dziarmaga,Fredry,96,Augustów,666 611 099,63
Stefan,Salomon,Jana Pawła II,65,Kraków,690 939 340,31
Ida,Żołądź,Narcyzowa,21,Jarocin,+48 792 011 267,72
Hubert,Samul,Średnia,124,Czeladź,+48 738 508 272,34
Marika,Chołody,Bursztynowa,42,Nowy Dwór Mazowiecki,+48 22 425 60 04,71
Maksymilian,Lemiesz,Miła,35,Cieszyn,+48 786 283 090,25
Adam,Ścibisz,Klasztorna,33,Świdnica,506 787 300,49
Rozalia,Nawrotek,Plater,83,Ciechanów,+48 530 010 878,42
Jakub,Hałat,Śląska,94,Police,+48 787 179 463,64
Olgierd,Wiertelak,Krasińskiego,19,Rumia,515 903 793,73
Ryszard,Daniec,Bursztynowa,17,Suwałki,603 012 382,42
Ewa,Ławniczek,Norwida,18,Siemianowice Śląskie,+48 787 333 168,63
Tola,Bazyluk,Sikorskiego,108,Zambrów,+48 604 829 291,77
Eliza,Gendera,Łąkowa,126,Wałcz,+48 506 471 414,39
Ewa,Nóżka,Wyszyńskiego,44,Świnoujście,665 128 385,74
Andrzej,Pasiak,Rumiankowa,7,Siemianowice Śląskie,693 330 385,76
Róża,Słobodzian,Szczęśliwa,127,Legionowo,+48 725 246 154,73
Oliwier,Głownia,Jana III Sobieskiego,74,Czerwionka-Leszczyny,+48 731 055 114,40
Gaja,Pachnik,Gołębia,49,Bielsko-Biała,+48 698 052 176,44
Karina,Pokrzywa,Wiosenna,89,Piła,792 171 584,77
Roksana,Knych,Radosna,53,Żagań,668 526 828,51
Inga,Gierek,Baczynskiego,21,Skawina,796 834 161,52
Sylwia,Rubaj,Słowianska,137,Kołobrzeg,792 232 020,73
Nikodem,Trąbka,Łabędzia,63,Piotrków Trybunalski,+48 887 844 790,35
Rozalia,Chlebda,Lisia,155,Świebodzice,+48 789 370 578,72
Sara,Buchalik,Kielecka,95,Słupsk,+48 600 908 635,35
Agnieszka,Furmankiewicz,Wesoła,92,Kraśnik,604 646 579,77
Ada,Konsek,Klonowa,9,Ostrów Wielkopolski,+48 734 367 664,26
Kaja,Radko,Krańcowa,10,Wejherowo,22 546 58 74,27
Mieszko,Drobnik,Tęczowa,12,Łaziska Górne,22 660 34 26,74
Sylwia,Kołtuniak,Jesionowa,95,Chrzanów,724 504 693,28
Stefan,Fita,Częstochowska,42,Żary,+48 735 610 741,79
Maurycy,Luks,Poprzeczna,144,Mińsk Mazowiecki,+48 513 816 051,23
Jerzy,Perlik,Kazimierza Wielkiego,65,Radom,+48 666 121 490,51
Olaf,Andrzejuk,Jana Sobieskiego,45,Słupsk,+48 790 308 706,34
Jakub,Śmieja,Niepodległości,67,Ostrów Mazowiecka,669 502 087,44
Marcel,Rurka,Władysława Jagiełły,57,Nowy Targ,880 087 908,24
Dawid,Godzisz,Słonecznikowa,60,Chojnice,+48 734 858 489,43
Marcel,Lula,Leśna,128,Kraśnik,32 516 24 53,55
Ksawery,Wawrzynkiewicz,Jaworowa,35,Gorlice,798 005 634,67
Leonard,Paszkowiak,Kosynierów,66,Oleśnica,608 278 346,64
Oliwier,Olko,Księżycowa,96,Zambrów,+48 577 800 405,64
Ryszard,Hajdasz,Hutnicza,106,Opole,787 890 302,72
Witold,Lepak,Bankowa,8,Częstochowa,+48 698 478 867,38
Aurelia,Plich,Żabia,11,Zamość,661 353 580,63
Bianka,Szymanik,Waryńskiego,56,Kołobrzeg,530 062 895,27
Monika,Kruszka,Lawendowa,89,Świdnik,+48 792 071 473,21
Tomasz,Milczarczyk,Poziomkowa,44,Chełm,22 912 65 73,47
Sylwia,Rychcik,Szymanowskiego,73,Skawina,+48 696 764 992,71
Urszula,Gula,Działkowa,110,Legionowo,518 815 267,72
Alex,Węgrzynek,Bursztynowa,60,Świdnik,+48 662 726 175,52
Artur,Kiedrowicz,Lwowska,114,Jarosław,660 660 065,39
Dominik,Borkowicz,Spółdzielcza,134,Wągrowiec,514 072 901,49
Cezary,Drabczyk,Cegielniana,132,Radomsko,+48 32 169 07 85,61
Dominik,Sapa,Strażacka,16,Śrem,797 053 992,26
Jan,Żółtek,Makowa,13,Lębork,881 105 859,65
Anastazja,Jenek,Rzeczna,37,Gliwice,532 164 450,36
Alex,Malara,Sawickiej,52,Wyszków,698 519 216,35
Dominik,Błądek,Pogodna,12,Koszalin,+48 794 191 020,61
Alan,Kierepka,Jagiellońska,50,Jasło,+48 22 072 38 96,34
Kornel,Morgała,Wieniawskiego,56,Kraków,+48 692 276 346,18
Mikołaj,Szłapka,Długa,64,Zgierz,698 463 534,35
Adrianna,Gasz,Świerczewskiego,127,Oleśnica,+48 32 109 72 37,29
Daniel,Cofała,Makowa,59,Bielawa,697 672 193,66
Anastazja,Pęksa,Baczynskiego,143,Tarnobrzeg,669 335 901,42
Jacek,Rejniak,Wschodnia,9,Goleniów,+48 575 874 143,56
Ewa,Ziemak,Powstańców,23,Zduńska Wola,669 899 854,27
Nicole,Kajak,Jesionowa,21,Stargard Szczeciński,722 988 886,43
Janina,Milej,Powstańców Śląskich,5,Biała Podlaska,+48 32 674 35 61,36
Dawid,Langa,Piwna,70,Łuków,790 391 227,71
Eryk,Tarasek,Tęczowa,28,Kielce,+48 505 232 526,30
Bartek,Downar,Niecała,154,Kraków,+48 669 248 425,51
Antoni,Bochnia,Magnoliowa,28,Ostróda,+48 538 753 353,32
Tomasz,Rajtar,Wałowa,154,Będzin,+48 501 113 591,41
Ksawery,Pilich,Przemysłowa,59,Bełchatów,606 728 450,35
Stefan,Dudziec,Porzeczkowa,93,Kalisz,663 107 458,66
Adrian,Korbel,Powstańców,54,Nowa Ruda,22 307 87 04,76
Rafał,Procek,Krótka,77,Nowy Dwór Mazowiecki,695 144 129,30
Natan,Dulas,Pułaskiego,131,Wyszków,727 655 631,34
Julian,Szlęk,Słoneczna,47,Sopot,+48 733 785 852,59
Tymon,Wacław,Rumiankowa,39,Mysłowice,509 026 166,21
Albert,Kosno,Władysława Jagiełły,46,Lubartów,+48 513 722 728,21
Łukasz,Gnyp,Orzechowa,82,Krosno,668 606 465,36
Paweł,Strawa,Bolesława Chrobrego,122,Łaziska Górne,+48 667 617 560,51
Daniel,Peciak,Graniczna,94,Legionowo,604 874 312,21
Marek,Solarek,Sienkiewicza,143,Kalisz,507 426 695,44
Kornel,Olearczyk,Sybiraków,37,Ruda Śląska,+48 664 360 584,62
Natasza,Graboń,Słowicza,147,Bielawa,+48 512 389 964,74
Konstanty,Kreczmer,Matejki,104,Augustów,721 632 841,79
Monika,Hawrylak,Jarzębinowa,63,Giżycko,+48 663 175 504,68
Kacper,Lorens,Czereśniowa,61,Łuków,698 857 700,52
Bruno,Giec,Rolna,105,Lublin,535 589 386,51
Eryk,Kretek,Szarych Szeregów,137,Koszalin,+48 736 519 682,53
Rafał,Flisiak,Ceglana,156,Nowa Sól,+48 797 933 404,69
Arkadiusz,Walo,Brzechwy,76,Świnoujście,+48 669 706 230,55
Miłosz,Szymanik,Sikorskiego,81,Ostrów Wielkopolski,502 035 877,35
Kacper,Lenda,Ludowa,87,Radom,531 127 088,62
Rozalia,Skonieczka,Wiosenna,85,Skarżysko-Kamienna,22 090 72 30,33
Elżbieta,Matraszek,Zaułek,111,Wyszków,576 388 931,41
Dariusz,Pindral,Boczna,130,Włocławek,+48 571 240 985,64
Maciej,Gramza,Wrocławska,50,Jasło,+48 22 343 23 41,32
Tola,Sapeta,Sawickiej,103,Pruszcz Gdański,+48 781 816 790,79
Cezary,Foremniak,Spółdzielcza,159,Ostrowiec Świętokrzyski,+48 516 903 477,41
Roksana,Naumiuk,Nadbrzeżna,151,Września,690 452 771,41
Błażej,Malcherek,Lawendowa,100,Pruszcz Gdański,+48 22 075 85 20,67
Ada,Nagel,Targowa,19,Krotoszyn,+48 732 176 782,63
Nikodem,Polaszek,Głogowa,19,Słupsk,+48 607 884 657,38
Dariusz,Sumera,Daleka,137,Cieszyn,+48 739 099 059,35
Adrian,Spadło,Lwowska,30,Dąbrowa Górnicza,502 402 594,32
Stanisław,Martyn,Topolowa,121,Bartoszyce,+48 506 897 347,72
Dominik,Goliasz,Kusocińskiego,113,Knurów,+48 532 131 564,47
Dariusz,Huszcza,Tęczowa,47,Rzeszów,+48 572 791 068,26
Marcin,Wakuła,Wiązowa,62,Żagań,+48 691 715 843,62
Michał,Chochół,Poziomkowa,118,Ząbki,576 345 172,29
Ewelina,Harasimiuk,Nadrzeczna,133,Nowa Sól,722 088 889,54
Robert,Konstanty,Mazurska,97,Zakopane,575 899 540,74
Mariusz,Jeka,Północna,111,Tarnów,+48 608 079 144,18
Bartek,Siara,Osiedlowa,59,Cieszyn,+48 609 930 729,43
Maksymilian,Kosno,Gdańska,3,Oświęcim,+48 790 456 636,48
Janina,Burchardt,Piaskowa,12,Brzeg,795 127 532,33
Ewa,Dybaś,Bankowa,69,Goleniów,32 217 92 73,80
Hubert,Melaniuk,Kielecka,35,Radomsko,22 718 77 12,38
Ernest,Szrama,Morska,141,Stalowa Wola,576 704 405,55
Hubert,Dyś,Stefana Batorego,146,Tarnowskie Góry,739 165 924,46
Dariusz,Nogieć,Stroma,112,Wodzisław Śląski,+48 665 112 662,44
Jakub,Teper,Kasprowicza,107,Szczecin,537 972 789,19
Apolonia,Jagieło,Osiedlowa,93,Częstochowa,+48 603 970 895,25
Juliusz,Poreda,Bankowa,53,Zgorzelec,+48 693 638 145,67
Aniela,Mitoraj,Rajska,100,Marki,32 810 68 65,80
Marika,Polasik,Sportowa,157,Września,605 306 343,72
Ewelina,Tadla,Szewska,127,Ostróda,575 230 868,49
Krystyna,Korgul,Sosnowa,126,Nowa Ruda,798 537 036,78
Oskar,Ułanowicz,Armii Krajowej,2,Zgorzelec,573 023 338,76
Franciszek,Ułanowicz,Powstańców Wielkopolskich,81,Goleniów,535 316 281,71
Bartek,Gietka,Konopnickiej,59,Świnoujście,+48 539 351 354,73
Ewa,Mytnik,Skrajna,139,Czeladź,+48 734 947 837,62
Ewelina,Betka,Paderewskiego,106,Radom,+48 722 255 997,23
Alex,Rolek,Ptasia,29,Radomsko,727 522 562,25
Fabian,Ziegler,Harcerska,145,Skawina,728 248 178,25
Anna Maria,Szyguła,Liliowa,112,Inowrocław,732 053 263,21
Sandra,Bareja,Rynek,134,Ełk,+48 516 058 925,66
Róża,Bacik,Lotnicza,134,Luboń,+48 32 277 33 34,72
Szymon,Lenarcik,Szewska,153,Pabianice,514 726 124,80
Tobiasz,Grzech,Dojazdowa,27,Ostróda,+48 884 488 347,39
Gabriel,Konsek,Broniewskiego,47,Pabianice,662 468 399,74
Julian,Lepa,Moniuszki,79,Czeladź,692 765 862,46
Maks,Wielgos,Matejki,92,Tarnów,+48 570 454 291,18
Michał,Ludwisiak,Kalinowa,18,Ostróda,+48 505 200 723,54
Ryszard,Muc,Myśliwska,64,Reda,+48 788 005 993,19
Nataniel,Kutek,Jana III Sobieskiego,97,Grodzisk Mazowiecki,+48 793 023 761,76
Sylwia,Ryznar,Miła,65,Szczecinek,+48 604 999 668,44
Kazimierz,Berg,Bursztynowa,42,Biała Podlaska,+48 661 012 615,47
Iwo,Pabiś,Konarskiego,95,Żyrardów,+48 22 017 41 25,40
Igor,Wajer,Perłowa,25,Kwidzyn,574 379 880,23
Fryderyk,Małż,Krucza,143,Bytom,+48 735 656 864,74
Anita,Lampart,Błękitna,141,Kraków,724 098 651,77
Przemysław,Budzich,Toruńska,34,Kędzierzyn-Koźle,+48 570 679 505,76
Gaja,Erdmann,Floriana,131,Częstochowa,695 885 915,51
Daniel,Hulbój,Turkusowa,128,Bolesławiec,+48 570 292 418,68
Marek,Domian,Orzeszkowej,84,Wejherowo,515 726 377,74
Liwia,Kupaj,Wilcza,71,Sieradz,738 220 742,20
Ewa,Rawa,Wojska Polskiego,121,Konin,513 635 303,18
Ernest,Łukasiuk,Konstytucji 3 Maja,90,Pabianice,785 525 765,69
Marianna,Janczarek,Boczna,41,Tczew,22 624 42 38,50
Lidia,Wygoda,Gdańska,126,Myszków,695 681 504,80
Jędrzej,Wojnicz,Daleka,48,Bełchatów,665 813 655,62
Róża,Wrześniak,Zacisze,17,Bartoszyce,721 345 410,58
Alex,Walo,Wiklinowa,150,Sopot,885 647 242,21
Juliusz,Wolan,Zielona,117,Włocławek,511 288 906,47
Jeremi,Kruszka,Wczasowa,129,Lębork,32 089 85 86,23
Wojciech,Magier,Młyńska,66,Mława,504 533 996,32
Sonia,Augustynek,Chełmońskiego,131,Gdańsk,792 266 520,71
Julianna,Kocoł,Brzozowa,72,Mława,739 797 232,66
Maciej,Czubaj,Stycznia,63,Wyszków,662 476 161,37
Maurycy,Konsek,Jaskółcza,42,Augustów,22 794 79 98,32
Jan,Kozdrój,Willowa,113,Wodzisław Śląski,661 061 602,60
Iwo,Gierek,Tysiąclecia,2,Skarżysko-Kamienna,+48 32 713 71 55,53
Antoni,Kościesza,Cmentarna,90,Łuków,+48 505 214 104,50
Mariusz,Kucewicz,Maczka,150,Łuków,787 864 840,57
Kajetan,Boduch,Cisowa,72,Lublin,788 864 667,47
Tymoteusz,Gromala,Władysława Łokietka,51,Wejherowo,795 134 295,67
Malwina,Wlazły,Zachodnia,29,Reda,+48 576 707 029,26
Natan,Wujec,Owocowa,62,Jawor,887 506 822,42
Maurycy,Dulemba,Wałowa,120,Wieluń,512 035 536,57
Cyprian,Szyda,Szczęśliwa,122,Wieluń,+48 537 972 098,21
Szymon,Stoltman,Jaśminowa,67,Płońsk,795 398 696,46
Mariusz,Czubaj,Korfantego,82,Marki,+48 888 844 574,72
Iwo,Kapinos,Skłodowskiej-Curie,21,Żory,+48 882 377 900,65
Olaf,Kastelik,Głowackiego,76,Pszczyna,503 450 073,33
Blanka,Sykut,Tęczowa,147,Chełm,724 540 445,24
Jeremi,Grotek,Fiołkowa,128,Oława,696 081 603,27
Ida,Startek,Kazimierza Wielkiego,72,Tarnobrzeg,536 284 381,29
Gustaw,Buk,Pułaskiego,90,Tomaszów Mazowiecki,+48 699 953 393,49
Olga,Duszkiewicz,Wypoczynkowa,95,Nowy Targ,517 273 509,19
Nicole,Jaremek,Kościelna,17,Ruda Śląska,517 017 032,26
Gabriel,Apostel,Kościuszki,47,Olsztyn,515 657 091,18
Adrian,Strycharz,Odrzańska,72,Ząbki,+48 531 780 366,60
Janina,Misiaszek,Jarzębinowa,56,Szczecin,+48 665 354 215,50
Grzegorz,Zdziech,Głowackiego,137,Grudziądz,+48 22 992 60 55,24
Antoni,Bejger,Kolorowa,90,Katowice,32 964 92 43,34
Olaf,Mielke,Dojazdowa,20,Rumia,+48 607 484 680,31
Andrzej,Zioła,Browarna,50,Turek,+48 533 718 653,21
Natan,Jantos,Krokusowa,117,Krosno,+48 32 076 43 27,58
Cezary,Kiełek,Rubinowa,62,Szczecinek,780 284 334,40
Robert,Kuffel,Żwirowa,70,Świdnik,32 313 22 29,37
Maksymilian,Stosik,Bursztynowa,87,Świętochłowice,+48 32 558 68 26,75
Grzegorz,Szłapa,Mazowiecka,116,Pruszków,+48 667 069 916,23
Mariusz,Myrcik,Bursztynowa,4,Wołomin,+48 605 515 607,48
Marcelina,Hanzel,Orzeszkowej,42,Otwock,+48 728 500 868,36
Wojciech,Postawa,Jesionowa,80,Ząbki,519 992 401,49
Paweł,Molek,Kilińskiego,109,Łomża,22 719 57 31,68
Olaf,Elert,Szpitalna,27,Mińsk Mazowiecki,+48 32 024 70 77,74
Mikołaj,Węgier,Sucharskiego,94,Zielona Góra,32 715 26 10,74
Olgierd,Obiała,Grzybowa,42,Jastrzębie-Zdrój,510 561 936,30
Janina,Grabara,Mała,103,Dąbrowa Górnicza,+48 883 622 704,45
Błażej,Kubanek,Daleka,139,Toruń,+48 506 232 040,37
Maurycy,Migda,Truskawkowa,79,Polkowice,+48 509 279 022,53
Gaja,Tabisz,Wałowa,23,Wieluń,+48 572 730 032,49
Mariusz,Szram,Ceglana,46,Skawina,22 868 94 52,65
Marcelina,Małys,Gajowa,10,Ostrów Mazowiecka,+48 507 512 993,74
Cezary,Krzystek,Promienna,23,Kluczbork,784 086 640,75
Kamil,Kazek,Agrestowa,32,Gorlice,512 998 755,71
Blanka,Dziarmaga,Modrzewiowa,132,Jarosław,783 674 153,44
Sara,Szybiak,Sybiraków,21,Ząbki,660 498 298,52
Witold,Dębniak,Szarych Szeregów,6,Augustów,+48 731 027 840,31
Aleks,Jażdżyk,Wałowa,75,Kielce,+48 605 864 844,25
Liwia,Żurawik,Batalionów Chłopskich,146,Tarnowskie Góry,+48 32 240 63 37,36
Damian,Chachuła,Południowa,34,Gniezno,536 230 117,21
Marcelina,Brach,Zaułek,150,Łódź,513 926 138,40
Ada,Teper,Dojazdowa,149,Jarosław,884 348 816,36
Nikodem,Gregorek,Dobra,151,Żary,+48 886 975 021,23
Gustaw,Deryło,Harcerska,152,Świdnik,534 516 408,44
Monika,Ernst,Morcinka,138,Oleśnica,+48 790 429 324,46
Patryk,Startek,Gdańska,26,Chełm,+48 579 321 386,59
Olga,Kołtuniak,Świerczewskiego,40,Iława,+48 696 776 918,33
Marianna,Fleszar,Zakole,152,Wągrowiec,+48 780 308 712,21
Tymon,Kadela,Starowiejska,17,Kraśnik,22 318 38 92,62
Alan,Labus,Tylna,114,Słupsk,+48 22 958 10 91,28
Michał,Polaszek,Orzechowa,84,Reda,+48 727 089 469,54
Emil,Pietrusiak,Baczynskiego,92,Chojnice,+48 22 304 38 03,61
Emil,Tyka,Grabowa,143,Siemianowice Śląskie,660 630 192,37
Stanisław,Młocek,Południowa,42,Mielec,695 211 006,40
Kajetan,Patoka,Środkowa,133,Gdynia,535 016 656,42
Andrzej,Witko,Prosta,33,Mława,662 463 534,18
Malwina,Sadura,Sikorskiego,65,Dębica,+48 509 849 137,45
Tymoteusz,Fidura,Jana III Sobieskiego,66,Mielec,786 667 532,56
Gabriel,Winek,Tysiąclecia,19,Lubliniec,+48 789 069 842,59
Julianna,Szeszko,Ceglana,10,Chorzów,737 016 937,76
Konrad,Sadowy,Brzechwy,100,Mińsk Mazowiecki,517 118 140,61
Filip,Patrzałek,Toruńska,116,Bartoszyce,+48 732 522 701,69
Tymoteusz,Stosik,Wojciecha,151,Wejherowo,+48 737 151 088,56
Kaja,Pupek,Prusa,37,Świnoujście,+48 795 883 724,76
Konrad,Zagozda,Sowia,100,Skierniewice,733 086 873,76
Dominik,Szajner,Starowiejska,19,Cieszyn,510 737 927,74
Kaja,Pokusa,Pogodna,89,Wieluń,696 578 514,20
Oliwier,Szyca,Turystyczna,3,Ostrów Mazowiecka,+48 732 084 489,45
Filip,Korgul,Nowowiejska,135,Kraśnik,505 952 717,30
Karol,Latek,Plażowa,39,Brodnica,+48 22 098 47 87,71
Kornel,Bernatek,Kolorowa,119,Zduńska Wola,+48 880 945 932,70
Lidia,Osipowicz,Turkusowa,77,Jarosław,534 317 560,80
Oskar,Florian,Jałowcowa,11,Żagań,+48 532 563 452,41
Sonia,Gołek,Batalionów Chłopskich,140,Zamość,+48 22 756 89 59,59
Radosław,Kurcz,Kosynierów,86,Elbląg,537 103 989,21
Dagmara,Dudziec,Odrzańska,106,Piotrków Trybunalski,663 479 128,66
Liwia,Tyczka,Maczka,21,Bydgoszcz,736 567 111,35
Dawid,Dylong,Okrzei,96,Mińsk Mazowiecki,+48 794 778 231,48
Adrian,Szyca,Witosa,132,Gdynia,32 469 85 00,60
Dominik,Wąsiewicz,Wybickiego,115,Bielawa,32 461 08 02,30
Aniela,Pioch,Koralowa,23,Dzierżoniów,882 307 596,40
Klara,Uliczka,Krzywa,148,Zambrów,+48 662 425 574,32
Sebastian,Kniaź,Malczewskiego,85,Mikołów,+48 739 329 525,43
Wojciech,Wyroba,Powstańców Wielkopolskich,66,Biała Podlaska,738 913 510,36
Hubert,Ignatiuk,Konwaliowa,123,Olkusz,+48 503 848 981,64
Błażej,Budzeń,Nowowiejska,146,Ostrołęka,+48 721 664 710,18
Olgierd,Tałaj,Mała,92,Polkowice,536 711 817,23
Dorota,Pawliszyn,Agrestowa,41,Żyrardów,+48 663 417 618,43
Sonia,Olearczyk,Lubelska,130,Lubliniec,724 362 678,44
Maurycy,Meler,Sucharskiego,68,Mysłowice,+48 22 037 35 65,60
Andrzej,Steinke,Fiołkowa,69,Kwidzyn,792 237 925,18
Tymoteusz,Kurzydło,Słowianska,110,Wodzisław Śląski,781 059 380,62
Bianka,Gumienny,Dojazdowa,10,Ostrowiec Świętokrzyski,+48 530 675 045,53
Kamila,Cherek,Zielna,113,Ząbki,+48 22 298 60 46,52
Arkadiusz,Mikus,Sportowa,53,Leszno,+48 508 266 912,30
Patryk,Kadela,Lelewela,102,Ostrów Mazowiecka,+48 794 965 766,28
Liwia,Proć,Morcinka,129,Opole,+48 600 285 498,49
Inga,Raba,Wyspiańskiego,142,Chorzów,733 410 022,54
Konrad,Aleksa,Słowianska,114,Suwałki,+48 32 413 20 27,51
Kalina,Pryk,Dobra,49,Starachowice,509 826 906,48
Elżbieta,Fuławka,Powstańców Śląskich,150,Wałbrzych,+48 722 120 162,73
Eliza,Jaśkowiec,Letniskowa,55,Leszno,+48 22 613 04 91,36
Ada,Cymbała,Spokojna,99,Częstochowa,515 061 150,39
Maciej,Osipowicz,Lwowska,96,Tomaszów Mazowiecki,+48 22 776 70 26,33
Kajetan,Heleniak,Maja,128,Lubliniec,+48 22 093 86 97,73
Wiktor,Sot,Zaciszna,159,Nowa Sól,608 513 408,22
Melania,Nehring,Wierzbowa,107,Białogard,+48 601 736 526,39
Sandra,Powałka,Jesionowa,44,Szczecin,602 356 464,43
Aleksander,Madejczyk,Powstańców,76,Jasło,+48 22 333 15 38,33
Anna Maria,Malecha,Truskawkowa,127,Bytom,733 021 662,30
Marika,Bubak,Wschodnia,76,Świnoujście,+48 500 302 199,23
Bianka,Leoniuk,Kosynierów,16,Bochnia,+48 783 032 244,31
Robert,Rode,Orzechowa,141,Radom,+48 729 626 943,30
Damian,Kalista,Turkusowa,101,Kalisz,+48 32 658 26 13,40
Julita,Chołody,Maja,31,Nowa Ruda,+48 720 936 728,48
Tymoteusz,Zbylut,Podwale,57,Ząbki,784 537 111,35
Olga,Mzyk,Jaskółcza,64,Ełk,535 001 891,31
Klara,Gral,Bursztynowa,120,Zgorzelec,22 730 95 40,19
Monika,Bobrowicz,Świerczewskiego,115,Ostrów Mazowiecka,22 616 02 26,24
Piotr,Stosio,Kreta,106,Pruszków,604 699 582,71
Kalina,Biesaga,Wyzwolenia,26,Bolesławiec,+48 513 977 194,28
Natan,Władyka,Dworska,8,Żory,668 610 784,23
Tomasz,Machul,Widok,151,Świdnik,+48 539 153 153,55
Aleksander,Stąpór,Zacisze,80,Kraśnik,+48 663 317 130,63
Patryk,Putek,Poznańska,38,Bielawa,533 282 205,26
Szymon,Naczk,Browarna,59,Chełm,+48 882 815 254,75
Gustaw,Laszczyk,Korczaka,124,Mysłowice,+48 608 396 784,60
Aniela,Kózka,Okrzei,70,Myszków,+48 500 653 917,51
Marika,Jasnoch,Kochanowskiego,103,Krotoszyn,+48 579 258 337,44
Józef,Kubieniec,Maczka,28,Czechowice-Dziedzice,+48 880 164 745,55
Tymoteusz,Bogaczyk,Plażowa,65,Zielona Góra,736 125 582,30
Gaja,Jędral,Stolarska,82,Łowicz,663 066 184,60
Agnieszka,Ślipek,Orkana,32,Bolesławiec,+48 501 599 021,67
Olgierd,Dziadura,Działkowa,55,Ostrowiec Świętokrzyski,511 866 629,71
Julianna,Grzenia,Zdrojowa,17,Ostróda,+48 665 554 487,21
Ewa,Straszak,Daleka,120,Siemianowice Śląskie,+48 22 360 66 53,29
Ksawery,Sendor,Słowianska,116,Kościerzyna,501 547 501,33
Ewa,Wasil,Długa,76,Lubartów,+48 22 206 38 43,65
Albert,Koleśnik,Spacerowa,2,Żyrardów,+48 512 975 408,71
Olga,Łuczyk,Polna,6,Chrzanów,+48 22 220 18 23,28
Szymon,Kurzac,Letniskowa,25,Kielce,+48 508 270 748,19
Ewa,Pastuszko,Nowowiejska,149,Chrzanów,+48 500 592 666,52
Grzegorz,Macioł,Wodna,115,Sopot,+48 724 892 311,57
Anna Maria,Kazberuk,Willowa,132,Radomsko,504 527 602,21
Krystyna,Heller,Robotnicza,117,Kraków,+48 519 707 697,45
Eliza,Wąsek,Szpitalna,71,Zawiercie,+48 32 933 53 56,73
Sandra,Bobryk,Spółdzielcza,146,Szczecin,511 590 608,22
Krystyna,Fabiańczyk,Głowackiego,25,Katowice,+48 32 820 43 61,77
Malwina,Strzoda,Asnyka,10,Szczytno,22 080 88 85,37
Krzysztof,Opoka,Boczna,17,Jasło,+48 510 483 504,50
Antoni,Warzybok,Północna,79,Płońsk,+48 888 928 306,27
Alex,Kostek,Wyzwolenia,113,Gorzów Wielkopolski,578 536 240,23
Ewelina,Kutek,Mieszka I,148,Marki,795 790 017,61
Hubert,Orwat,Okrzei,117,Dąbrowa Górnicza,+48 32 232 80 18,25
Nikodem,Młocek,Rejtana,38,Ostrów Mazowiecka,+48 664 955 200,42
Olga,Kotala,Wiklinowa,28,Zduńska Wola,+48 699 469 810,51
Szymon,Świerkot,Listopada,16,Stargard Szczeciński,+48 607 929 194,28
Kornel,Kwoka,Rycerska,45,Skierniewice,795 959 994,27
Miłosz,Fidura,Lawendowa,38,Legionowo,+48 882 877 631,67
Urszula,Jambor,Mazowiecka,122,Olkusz,535 930 333,63
Maksymilian,Droś,Żabia,110,Sanok,791 611 285,24
Angelika,Sarosiek,Irysowa,159,Olkusz,793 897 460,66
Gustaw,Kaziród,Bolesława Chrobrego,4,Łomża,513 349 477,24
Aurelia,Zimoląg,Rolna,133,Zamość,537 704 731,42
Tymon,Fidura,Świerczewskiego,151,Luboń,+48 797 353 354,66
Tymoteusz,Matraszek,Rolna,142,Jawor,+48 570 445 945,64
Kaja,Wolan,Stawowa,144,Żory,602 892 702,61
Radosław,Neska,Partyzantów,40,Gorlice,536 837 602,59
Borys,Stanisławczyk,Pomorska,8,Jelenia Góra,535 765 765,30
Angelika,Sieradzan,Willowa,87,Legionowo,+48 32 139 05 06,78
Karina,Sprawka,Kolorowa,45,Bielsko-Biała,+48 501 119 373,58
Marianna,Kuster,Perłowa,22,Żywiec,+48 660 892 020,53
Olga,Miętka,Głogowa,23,Rzeszów,888 842 229,29
Ida,Woronko,Grabowa,37,Chełm,880 821 516,41
Nela,Fierek,Łąkowa,137,Bełchatów,+48 692 244 888,24
Jędrzej,Korkosz,Jagodowa,90,Malbork,579 935 069,72
Fryderyk,Rezler,Klonowa,157,Czechowice-Dziedzice,+48 697 898 525,67
Arkadiusz,Hojka,Poziomkowa,93,Skarżysko-Kamienna,+48 669 401 691,43
Roksana,Knapek,Handlowa,34,Marki,+48 782 135 020,72
Nicole,Brygoła,Swierkowa,153,Kołobrzeg,605 503 007,31
Alex,Foremniak,Tulipanowa,7,Dzierżoniów,667 236 968,30
Aurelia,Wudarczyk,Jana III Sobieskiego,156,Opole,798 466 105,63
